# Availability - Yesterday

Date,"Node ID",Column1,Node,"IP Address","Average Availability"
8/15/2016,7028,unknown.gif,"120105 Manduamas",10.12.141.81,"0.00 %"
8/15/2016,7033,unknown.gif,"120106 Kolang",10.12.141.97,"100.00 %"
8/15/2016,7040,unknown.gif,"120107 Tapian Nauli",10.12.141.113,"0.00 %"
8/15/2016,7030,unknown.gif,"120108 Sibabangun",10.12.141.129,"19.89 %"
8/15/2016,7032,unknown.gif,"120109 Sosor Gadong",10.12.141.145,"0.00 %"
8/15/2016,6340,unknown.gif,"120110 Sorkam Barat",10.12.141.161,"5.11 %"
8/15/2016,6295,unknown.gif,"120111 Sirandorung",10.12.141.177,"0.00 %"
8/15/2016,7031,unknown.gif,"120112 Andam Dewi",10.12.141.193,"0.00 %"
8/15/2016,7035,unknown.gif,"120113 Sitahuis",10.12.141.209,"100.00 %"
8/15/2016,7039,unknown.gif,"120114 Tukka",10.12.141.225,"0.00 %"
8/15/2016,7038,unknown.gif,"120115 Badiri",10.12.141.241,"15.25 %"
8/15/2016,7495,unknown.gif,"120116 Pasaribu Tobing",10.12.142.17,"0.00 %"
8/15/2016,7034,unknown.gif,"120117 Barus Utara",10.12.142.33,"0.00 %"
8/15/2016,7029,unknown.gif,"120118 Suka Bangun",10.12.142.49,"0.00 %"
8/15/2016,7037,unknown.gif,"120119 Lumut",10.12.142.65,"0.00 %"
8/15/2016,7036,unknown.gif,"120120 Sarudik",10.12.142.81,"66.86 %"
8/15/2016,5735,unknown.gif,"1202 Tapanuli Utara",10.12.2.1,"56.00 %"
8/15/2016,7026,unknown.gif,"120201 Tarutung",10.12.144.1,"0.00 %"
8/15/2016,7019,unknown.gif,"120202 Siatas Barita",10.12.144.17,"17.61 %"
8/15/2016,7018,unknown.gif,"120203 Adian Koting",10.12.144.33,"100.00 %"
8/15/2016,7017,unknown.gif,"120204 Sipoholon",10.12.144.49,"100.00 %"
8/15/2016,7754,unknown.gif,"120205 Pahae Julu",10.12.144.65,"0.00 %"
8/15/2016,7022,unknown.gif,"120206 Pahae Jae",10.12.144.81,"100.00 %"
8/15/2016,7016,unknown.gif,"120207 Simangumban",10.12.144.97,"0.00 %"
8/15/2016,7015,unknown.gif,"120208 Purba Tua",10.12.144.113,"18.29 %"
8/15/2016,7025,unknown.gif,"120209 Siborong-Borong",10.12.144.129,"100.00 %"
8/15/2016,7024,unknown.gif,"120210 Pagaran",10.12.144.145,"63.07 %"
8/15/2016,7027,unknown.gif,"120211 Parmonangan",10.12.144.161,"54.29 %"
8/15/2016,7020,unknown.gif,"120212 Sipahutar",10.12.144.177,"0.00 %"
8/15/2016,7021,unknown.gif,"120213 Pangaribuan",10.12.144.193,"93.22 %"
8/15/2016,7023,unknown.gif,"120214 Garoga",10.12.144.209,"0.00 %"
8/15/2016,6984,unknown.gif,"120215 Muara",10.12.144.225,"100.00 %"
8/15/2016,4447,unknown.gif,"1203 Tapanuli Selatan",10.12.3.1,"100.00 %"
8/15/2016,2382,unknown.gif,"120301 Angkola Barat",10.12.147.1,"0.00 %"
8/15/2016,2383,unknown.gif,"120302 Batang Toru",10.12.147.17,"0.00 %"
8/15/2016,667,unknown.gif,"120303 Angkola Timur",10.12.147.33,"0.00 %"
8/15/2016,2384,unknown.gif,"120304 Sipirok",10.12.147.49,"0.00 %"
8/15/2016,1855,unknown.gif,"120305 Saipar Dolok Hole",10.12.147.65,"0.00 %"
8/15/2016,2385,unknown.gif,"120306 Angkola Selatan",10.12.147.81,"0.00 %"
8/15/2016,2386,unknown.gif,"120307 Batang Angkola",10.12.147.97,"0.00 %"
8/15/2016,670,unknown.gif,"120314 Arse",10.12.147.113,"0.00 %"
8/15/2016,2387,unknown.gif,"120320 Marancar",10.12.147.129,"0.00 %"
8/15/2016,538,unknown.gif,"120321 Sayur Matinggi",10.12.147.145,"0.00 %"
8/15/2016,671,unknown.gif,"120322 Aek Bilah",10.12.147.161,"0.00 %"
8/15/2016,672,unknown.gif,"120329 Muara Batang Toru",10.12.147.177,"0.00 %"
8/15/2016,673,unknown.gif,"120330 Tano Tombangan Angkola",10.12.147.193,"0.00 %"
8/15/2016,536,unknown.gif,"120331 Angkola Sangkunur",10.12.147.209,"0.00 %"
8/15/2016,5704,unknown.gif,"1204 Nias",10.12.4.1,"35.23 %"
8/15/2016,6332,unknown.gif,"120405 Hiliduho",10.12.150.1,"0.00 %"
8/15/2016,6289,unknown.gif,"120406 Gido",10.12.150.17,"0.00 %"
8/15/2016,6323,unknown.gif,"120410 Idanogawo",10.12.150.33,"94.92 %"
8/15/2016,7504,unknown.gif,"120411 Bawolato",10.12.150.49,"0.00 %"
8/15/2016,6306,unknown.gif,"120420 Hili Serangkai",10.12.150.97,"20.00 %"
8/15/2016,7176,unknown.gif,"120421 Botomuzoi",10.12.150.113,"0.00 %"
8/15/2016,7529,unknown.gif,"120427 Ulugawo",10.12.150.129,"0.00 %"
8/15/2016,7175,unknown.gif,"120428 Ma'u",10.12.150.65,"0.00 %"
8/15/2016,7174,unknown.gif,"120429 Somolo-molo",10.12.150.81,"0.00 %"
8/15/2016,4436,unknown.gif,"1205 Langkat",10.12.5.1,"100.00 %"
8/15/2016,678,unknown.gif,"120501 Bahorok",10.12.153.1,"31.43 %"
8/15/2016,306,unknown.gif,"120502 Salapian",10.12.153.17,"25.14 %"
8/15/2016,2388,unknown.gif,"120503 Kuala",10.12.153.33,"100.00 %"
8/15/2016,559,unknown.gif,"120504 Sei Bingei",10.12.153.49,"27.27 %"
8/15/2016,2389,unknown.gif,"120505 Binjai",10.12.153.65,"34.09 %"
8/15/2016,567,unknown.gif,"120506 Selesai",10.12.153.81,"33.52 %"
8/15/2016,2390,unknown.gif,"120507 Stabat",10.12.153.97,"32.95 %"
8/15/2016,2391,unknown.gif,"120508 Wampu",10.12.153.113,"98.86 %"
8/15/2016,2392,unknown.gif,"120509 Secanggang",10.12.153.129,"0.00 %"
8/15/2016,2393,unknown.gif,"120510 Hinai",10.12.153.145,"55.11 %"
8/15/2016,2394,unknown.gif,"120511 Tanjung Pura",10.12.153.161,"0.00 %"
8/15/2016,2395,unknown.gif,"120512 Padang Tualang",10.12.153.177,"32.39 %"
8/15/2016,2777,unknown.gif,"120513 Gebang",10.12.153.193,"32.58 %"
8/15/2016,1865,unknown.gif,"120514 Babalan",10.12.153.209,"60.11 %"
8/15/2016,1157,unknown.gif,"120515 Pangkalan Susu",10.11.153.225,"65.14 %"
8/15/2016,682,unknown.gif,"120516 Besitang",10.11.153.241,"33.52 %"
8/15/2016,674,unknown.gif,"120517 Sei Lepan",10.12.154.1,"31.43 %"
8/15/2016,683,unknown.gif,"120518 Brandan Barat",10.12.154.17,"6.18 %"
8/15/2016,4776,unknown.gif,"120519 Batang Serangan",10.12.154.33,"23.30 %"
8/15/2016,2396,unknown.gif,"120520 Sawit Seberang",10.12.154.49,"28.98 %"
8/15/2016,541,unknown.gif,"120521 Sirapit",10.12.154.65,"28.81 %"
8/15/2016,676,unknown.gif,"120522 Kutambaru",10.12.154.81,"28.41 %"
8/15/2016,2778,unknown.gif,"120523 Pematang Jaya",10.12.154.97,"30.29 %"
8/15/2016,2904,unknown.gif,"1206 Karo",10.12.6.1,"66.86 %"
8/15/2016,7184,unknown.gif,"120601 Kabanjahe",10.12.156.1,"100.00 %"
8/15/2016,6294,unknown.gif,"120602 Berastagi",10.12.156.17,"100.00 %"
8/15/2016,7183,unknown.gif,"120603 Barusjahe",10.12.156.33,"100.00 %"
8/15/2016,7189,unknown.gif,"120604 Tigapanah",10.12.156.49,"100.00 %"
8/15/2016,7188,unknown.gif,"120605 Merek",10.12.156.65,"19.32 %"
8/15/2016,7187,unknown.gif,"120606 Munte",10.12.156.81,"100.00 %"
8/15/2016,7066,unknown.gif,"120607 Juhar",10.12.156.97,"0.00 %"
8/15/2016,7287,unknown.gif,"120608 Tigabinanga",10.12.156.113,"100.00 %"
8/15/2016,7064,unknown.gif,"120609 Laubaleng",10.12.156.129,"75.28 %"
8/15/2016,7063,unknown.gif,"120610 Mardingding",10.12.156.145,"0.00 %"
8/15/2016,7186,unknown.gif,"120611 Payung",10.12.156.161,"100.00 %"
8/15/2016,7182,unknown.gif,"120612 Simpang Empat",10.12.156.177,"0.00 %"
8/15/2016,7180,unknown.gif,"120613 Kutabuluh",10.12.156.193,"0.00 %"
8/15/2016,7067,unknown.gif,"120614 Dolat Rayat",10.12.156.209,"58.66 %"
8/15/2016,7065,unknown.gif,"120615 Merdeka",10.12.156.225,"0.00 %"
8/15/2016,7181,unknown.gif,"120616 Naman Teran",10.12.156.241,"38.98 %"
8/15/2016,7185,unknown.gif,"120617 Tiganderket",10.12.157.1,"100.00 %"
8/15/2016,4710,unknown.gif,"1207 Deli Serdang",10.12.7.1,"66.29 %"
8/15/2016,681,unknown.gif,"120701 Gunung Meriah",10.12.159.1,"0.00 %"
8/15/2016,1816,unknown.gif,"120702 Tanjung Morawa",10.12.159.17,"100.00 %"
8/15/2016,294,unknown.gif,"120703 Sibolangit",10.12.159.33,"19.43 %"
8/15/2016,570,unknown.gif,"120704 Kutalimbaru",10.12.159.49,"0.00 %"
8/15/2016,5040,unknown.gif,"120705 Pancur Batu",10.12.159.65,"33.14 %"
8/15/2016,1817,unknown.gif,"120706 Namorambe",10.12.159.81,"96.74 %"
8/15/2016,5018,unknown.gif,"120707 Sibiru-biru",10.12.159.97,"100.00 %"
8/15/2016,5019,unknown.gif,"120708 STM Hilir",10.12.159.113,"29.94 %"
8/15/2016,578,unknown.gif,"120709 Bangun Purba",10.12.159.129,"72.88 %"
8/15/2016,300,unknown.gif,"120719 Galang",10.12.159.145,"0.00 %"
8/15/2016,2397,unknown.gif,"120720 STM Hulu",10.12.159.161,"0.00 %"
8/15/2016,2749,unknown.gif,"120721 Patumbak",10.12.159.177,"28.00 %"
8/15/2016,1818,unknown.gif,"120722 Deli Tua",10.12.159.193,"28.98 %"
8/15/2016,686,unknown.gif,"120723 Sunggal",10.12.159.209,"18.86 %"
8/15/2016,1819,unknown.gif,"120724 Hamparan Perak",10.12.159.225,"62.36 %"
8/15/2016,1820,unknown.gif,"120725 Labuhan Deli",10.12.159.241,"61.71 %"
8/15/2016,1821,unknown.gif,"120726 Percut Sei Tuan",10.12.160.1,"39.89 %"
8/15/2016,1822,unknown.gif,"120727 Batang Kuis",10.12.160.17,"99.43 %"
8/15/2016,1823,unknown.gif,"120728 Lubuk Pakam",10.12.160.33,"100.00 %"
8/15/2016,296,unknown.gif,"120731 Pagar Merbau",10.12.160.49,"46.59 %"
8/15/2016,2398,unknown.gif,"120732 Pantai Labu",10.12.160.65,"30.11 %"
8/15/2016,4778,unknown.gif,"120733 Beringin",10.12.160.81,"0.00 %"
8/15/2016,5243,unknown.gif,"1208 Simalungun",10.12.8.1,"82.95 %"
8/15/2016,2399,unknown.gif,"120801 Siantar",10.12.162.1,"0.00 %"
8/15/2016,2400,unknown.gif,"120802 Gunung Malela",10.12.162.17,"0.00 %"
8/15/2016,1710,unknown.gif,"120803 Gunung Maligas",10.12.162.33,"0.00 %"
8/15/2016,689,unknown.gif,"120804 Panei",10.12.162.49,"58.62 %"
8/15/2016,690,unknown.gif,"120805 Panombeian Pane",10.12.162.65,"41.14 %"
8/15/2016,2401,unknown.gif,"120806 Jorlang Hataran",10.12.162.81,"63.22 %"
8/15/2016,691,unknown.gif,"120807 Raya Kahean",10.12.162.97,"0.00 %"
8/15/2016,692,unknown.gif,"120808 Bosar Maligas",10.12.162.113,"44.63 %"
8/15/2016,579,unknown.gif,"120809 Sidamanik",10.12.162.129,"0.00 %"
8/15/2016,2752,unknown.gif,"120810 Pematang Sidamanik",10.12.162.145,"100.00 %"
8/15/2016,694,unknown.gif,"120811 Tanah Jawa",10.12.162.161,"23.30 %"
8/15/2016,695,unknown.gif,"120812 Hatonduhan",10.12.162.177,"58.76 %"
8/15/2016,583,unknown.gif,"120813 Dolok Panribuan",10.12.162.193,"0.00 %"
8/15/2016,2402,unknown.gif,"120814 Purba",10.12.162.209,"80.11 %"
8/15/2016,1711,unknown.gif,"120815 Haranggaol Horison",10.12.162.225,"0.00 %"
8/15/2016,696,unknown.gif,"120816 Girsang Sipangan Bolon",10.12.162.241,"13.56 %"
8/15/2016,697,unknown.gif,"120817 Dolok Batu Nanggar",10.12.163.1,"24.43 %"
8/15/2016,584,unknown.gif,"120818 Huta Bayu Raja",10.12.163.17,"100.00 %"
8/15/2016,2403,unknown.gif,"120819 Jawa Maraja Bah Jambi",10.12.163.33,"31.82 %"
8/15/2016,698,unknown.gif,"120820 Dolok Pardamean",10.12.163.49,"0.00 %"
8/15/2016,2404,unknown.gif,"120821 Pematang Bandar",10.12.163.65,"61.71 %"
8/15/2016,2405,unknown.gif,"120822 Bandar Huluan",10.12.163.81,"1.71 %"
8/15/2016,2406,unknown.gif,"120823 Bandar",10.12.163.97,"32.20 %"
8/15/2016,2407,unknown.gif,"120824 Bandar Masilam",10.12.163.113,"18.29 %"
8/15/2016,2408,unknown.gif,"120825 Silimakuta",10.12.163.129,"100.00 %"
8/15/2016,2409,unknown.gif,"120826 Dolok Silau",10.12.163.145,"6.21 %"
8/15/2016,699,unknown.gif,"120827 Silou Kahean",10.12.163.161,"60.34 %"
8/15/2016,2410,unknown.gif,"120828 Tapian Dolok",10.12.163.177,"100.00 %"
8/15/2016,700,unknown.gif,"120829 Raya",10.12.163.193,"0.00 %"
8/15/2016,2411,unknown.gif,"120830 Ujung Padang",10.12.163.209,"29.55 %"
8/15/2016,701,unknown.gif,"120831 Pamatang Silima Huta",10.11.163.225,"0.00 %"
8/15/2016,2905,unknown.gif,"1209 Asahan",10.12.9.2,"60.80 %"
8/15/2016,2412,unknown.gif,"120908 Meranti",10.12.165.1,"97.73 %"
8/15/2016,2413,unknown.gif,"120909 Air Joman",10.12.165.17,"55.62 %"
8/15/2016,2414,unknown.gif,"120910 Tanjung Balai",10.12.165.33,"0.00 %"
8/15/2016,2415,unknown.gif,"120911 Sei Kepayang",10.12.165.49,"100.00 %"
8/15/2016,2416,unknown.gif,"120912 Simpang Empat",10.12.165.65,"100.00 %"
8/15/2016,2417,unknown.gif,"120913 Air Batu",10.12.165.81,"27.84 %"
8/15/2016,1824,unknown.gif,"120914 Pulau Rakyat",10.12.165.97,"65.75 %"
8/15/2016,2418,unknown.gif,"120915 Bandar Pulau",10.12.165.113,"0.00 %"
8/15/2016,2419,unknown.gif,"120916 Buntu Pane",10.12.165.129,"97.73 %"
8/15/2016,2779,unknown.gif,"120917 Bandar Pasir Mandoge",10.12.165.145,"63.07 %"
8/15/2016,703,unknown.gif,"120918 Aek Kuasan",10.12.165.161,"86.03 %"
8/15/2016,1825,unknown.gif,"120919 Kota Kisaran Barat",10.12.165.177,"43.75 %"
8/15/2016,704,unknown.gif,"120920 Kota Kisaran Timur",10.12.165.193,"92.09 %"
8/15/2016,2780,unknown.gif,"120921 Aek Songsongan",10.12.165.210,"0.00 %"
8/15/2016,1826,unknown.gif,"120922 Rahunig",10.11.165.225,"20.22 %"
8/15/2016,2319,unknown.gif,"120923 Sei Dadap",10.11.165.241,"60.45 %"
8/15/2016,706,unknown.gif,"120924 Sei Kepayang Barat",10.12.166.1,"0.00 %"
8/15/2016,2420,unknown.gif,"120925 Sei Kepayang Timur",10.12.166.17,"0.00 %"
8/15/2016,2421,unknown.gif,"120926 Tinggi Raja",10.12.166.33,"30.11 %"
8/15/2016,2422,unknown.gif,"120927 Setia Janji",10.12.166.49,"29.57 %"
8/15/2016,2781,unknown.gif,"120928 Silau Laut",10.12.166.65,"100.00 %"
8/15/2016,2782,unknown.gif,"120929 Rawang Panca Arga",10.12.166.81,"32.00 %"
8/15/2016,2423,unknown.gif,"120930 Pulo Bandring",10.12.166.97,"98.29 %"
8/15/2016,2424,unknown.gif,"120931 Teluk Dalam",10.12.166.113,"0.00 %"
8/15/2016,2425,unknown.gif,"120932 Aek Ledong",10.12.166.129,"100.00 %"
8/15/2016,5845,unknown.gif,"1210 Labuhanbatu",10.12.10.1,"45.20 %"
8/15/2016,2426,unknown.gif,"121001 Rantau Utara",10.12.168.1,"98.86 %"
8/15/2016,2427,unknown.gif,"121002 Rantau Selatan",10.12.168.17,"14.37 %"
8/15/2016,2428,unknown.gif,"121007 Bilah Barat",10.12.168.33,"100.00 %"
8/15/2016,2429,unknown.gif,"121008 Bilah Hilir",10.12.168.49,"55.06 %"
8/15/2016,2783,unknown.gif,"121009 Bilah Hulu",10.12.168.65,"11.36 %"
8/15/2016,2430,unknown.gif,"121014 Pangkatan",10.12.168.81,"0.00 %"
8/15/2016,2431,unknown.gif,"121018 Panai Tengah",10.12.168.97,"62.86 %"
8/15/2016,2432,unknown.gif,"121019 Panai Hilir",10.12.168.113,"0.00 %"
8/15/2016,710,unknown.gif,"121020 Panai Hulu",10.12.168.129,"34.66 %"
8/15/2016,5811,14988.gif,"1211 Dairi",10.12.11.1,"100.00 %"
8/15/2016,7069,unknown.gif,"121101 Sidikalang",10.12.171.1,"93.91 %"
8/15/2016,7196,unknown.gif,"121102 Sumbul",10.12.171.17,"27.27 %"
8/15/2016,7203,unknown.gif,"121103 Tigalingga",10.12.171.33,"4.00 %"
8/15/2016,7274,unknown.gif,"121104 Siempat Nempu",10.12.171.49,"0.00 %"
8/15/2016,7202,unknown.gif,"121105 Silima Pungga Pungga",10.12.171.65,"11.24 %"
8/15/2016,7201,unknown.gif,"121106 Tanah Pinem",10.12.171.81,"53.41 %"
8/15/2016,7195,unknown.gif,"121107 Siempat Nempu Hulu",10.12.171.97,"4.00 %"
8/15/2016,7467,unknown.gif,"121108 Siempat Nempu Hilir",10.12.171.113,"79.78 %"
8/15/2016,7194,unknown.gif,"121109 Pegagan Hilir",10.12.171.129,"3.93 %"
8/15/2016,7200,unknown.gif,"121110 Parbuluan",10.12.171.145,"28.65 %"
8/15/2016,7199,unknown.gif,"121111 Lae Parira",10.12.171.161,"20.67 %"
8/15/2016,7193,unknown.gif,"121112 Gunung Sitember",10.12.171.177,"0.00 %"
8/15/2016,7198,unknown.gif,"121113 Berampu",10.12.171.193,"6.21 %"
8/15/2016,7192,unknown.gif,"121114 Silahisabungan",10.12.171.209,"100.00 %"
8/15/2016,7197,unknown.gif,"121115 Sitinjo",10.12.171.225,"100.00 %"
8/15/2016,6524,unknown.gif,"1212 Toba Samosir",10.12.12.1,"100.00 %"
8/15/2016,6978,unknown.gif,"121201 Balige",10.12.174.1,"77.97 %"
8/15/2016,6983,unknown.gif,"121202 Laguboti",10.12.174.17,"0.00 %"
8/15/2016,7143,unknown.gif,"121203 Silaen",10.12.174.33,"71.19 %"
8/15/2016,6979,unknown.gif,"121204 Habinsaran",10.12.174.49,"24.43 %"
8/15/2016,7142,unknown.gif,"121205 Pintu Pohan Meranti",10.12.174.65,"100.00 %"
8/15/2016,7261,unknown.gif,"121206 Borbor",10.12.174.81,"100.00 %"
8/15/2016,7144,unknown.gif,"121207 Porsea",10.12.174.97,"100.00 %"
8/15/2016,6981,unknown.gif,"121208 Ajibata",10.12.174.113,"37.29 %"
8/15/2016,6980,unknown.gif,"121209 Lumban Julu",10.12.174.129,"0.00 %"
8/15/2016,7269,unknown.gif,"121210 Uluan",10.12.174.145,"0.00 %"
8/15/2016,6982,unknown.gif,"121219 Sigumpar",10.12.174.161,"0.00 %"
8/15/2016,6297,unknown.gif,"121220 Siantar Narumonda",10.12.174.209,"0.00 %"
8/15/2016,6977,unknown.gif,"121221 Nassau",10.12.174.177,"0.00 %"
8/15/2016,7267,unknown.gif,"121222 Tampahan",10.12.174.193,"0.00 %"
8/15/2016,4597,unknown.gif,"1213 Mandailing Natal",10.12.13.24,"56.50 %"
8/15/2016,2433,unknown.gif,"121301 Panyabungan",10.12.177.1,"0.00 %"
8/15/2016,2784,unknown.gif,"121302 Panyabungan Utara",10.12.177.17,"0.00 %"
8/15/2016,712,unknown.gif,"121303 Panyabungan Timur",10.12.177.33,"0.00 %"
8/15/2016,713,unknown.gif,"121304 Panyabungan Selatan",10.12.177.49,"0.00 %"
8/15/2016,2434,unknown.gif,"121305 Panyabungan Barat",10.12.177.65,"0.00 %"
8/15/2016,714,unknown.gif,"121306 Siabu",10.12.177.81,"0.00 %"
8/15/2016,2435,unknown.gif,"121307 Bukit Malintang",10.12.177.97,"0.00 %"
8/15/2016,2785,unknown.gif,"121308 Kotanopan",10.12.177.113,"0.00 %"
8/15/2016,716,unknown.gif,"121309 Lembah Sorik Marapi",10.12.177.129,"0.00 %"
8/15/2016,585,unknown.gif,"121310 Tambangan",10.12.177.145,"0.00 %"
8/15/2016,717,unknown.gif,"121311 Ulu Pungkut",10.12.177.161,"0.00 %"
8/15/2016,2436,unknown.gif,"121312 Muara Sipongi",10.12.177.177,"84.47 %"
8/15/2016,303,unknown.gif,"121313 Batang Natal",10.12.177.193,"0.00 %"
8/15/2016,304,unknown.gif,"121314 Lingga Bayu",10.12.177.209,"0.00 %"
8/15/2016,718,unknown.gif,"121315 Batahan",10.11.177.225,"0.00 %"
8/15/2016,1158,unknown.gif,"121316 Natal",10.11.177.241,"0.00 %"
8/15/2016,719,unknown.gif,"121317 Muara Batang Gadis",10.12.178.1,"0.00 %"
8/15/2016,4791,unknown.gif,"121318 Ranto Baek",10.12.178.17,"0.00 %"
8/15/2016,721,unknown.gif,"121319 Huta Bargot",10.12.178.33,"100.00 %"
8/15/2016,2437,unknown.gif,"121320 Puncak Sorik Marapi",10.12.178.49,"0.00 %"
8/15/2016,2438,unknown.gif,"121321 Pakantan",10.12.178.65,"0.00 %"
8/15/2016,722,unknown.gif,"121322 Sinunukan",10.12.178.81,"0.00 %"
8/15/2016,723,unknown.gif,"121323 Naga Juang",10.12.178.97,"0.00 %"
8/15/2016,8249,unknown.gif,"1214 Nias Selatan",10.12.14.1,"46.29 %"
8/15/2016,7168,unknown.gif,"121401 Lolomatua",10.12.180.1,"0.00 %"
8/15/2016,7825,unknown.gif,"121402 Gomo",10.12.180.17,"0.00 %"
8/15/2016,7170,unknown.gif,"121403 Lahusa",10.12.180.33,"0.00 %"
8/15/2016,7167,unknown.gif,"121404 Hibala",10.12.180.49,"0.00 %"
8/15/2016,7515,unknown.gif,"121405 Pulau-Pulau Batu",10.12.180.65,"100.00 %"
8/15/2016,7169,unknown.gif,"121406 Teluk Dalam",10.12.180.81,"0.00 %"
8/15/2016,7166,unknown.gif,"121407 Amandraya",10.12.180.97,"0.00 %"
8/15/2016,7165,unknown.gif,"121408 Lalowau",10.12.180.113,"0.00 %"
8/15/2016,7880,unknown.gif,"121409 Susua",10.12.180.129,"0.00 %"
8/15/2016,7164,unknown.gif,"121410 Maniamolo",10.12.180.145,"0.00 %"
8/15/2016,7053,unknown.gif,"121411 Hilimegai",10.12.180.161,"0.00 %"
8/15/2016,7289,unknown.gif,"121412 Toma",10.12.180.177,"0.00 %"
8/15/2016,7162,unknown.gif,"121413 Mazino",10.12.180.193,"0.00 %"
8/15/2016,8008,unknown.gif,"121414 Umbunasi",10.12.180.209,"0.00 %"
8/15/2016,8359,unknown.gif,"121415 Aramo",10.11.180.225,"0.00 %"
8/15/2016,7501,unknown.gif,"121416 Pulau-Pulau Batu Timur",10.11.180.241,"0.00 %"
8/15/2016,7755,unknown.gif,"121417 Mazo",10.12.181.1,"0.00 %"
8/15/2016,7163,unknown.gif,"121418 Fanayama",10.12.181.17,"0.00 %"
8/15/2016,2907,unknown.gif,"1215 Pakpak Bharat",10.12.15.1,"14.86 %"
8/15/2016,7052,unknown.gif,"121501 Sitelu Tali Urang Jehe",10.12.183.1,"0.00 %"
8/15/2016,7148,unknown.gif,"121502 Kerajaan",10.12.183.17,"0.00 %"
8/15/2016,7147,unknown.gif,"121503 Salak",10.12.183.33,"0.00 %"
8/15/2016,7151,unknown.gif,"121504 Sitelu Tali Urang Julu",10.12.183.49,"0.00 %"
8/15/2016,7150,unknown.gif,"121505 Pergetteng Getteng Sengkut",10.12.183.65,"0.00 %"
8/15/2016,7146,unknown.gif,"121506 Pagindar",10.12.183.81,"0.00 %"
8/15/2016,7149,unknown.gif,"121507 Tinada",10.12.183.97,"0.00 %"
8/15/2016,7145,unknown.gif,"121508 Siempat Rube",10.12.183.113,"0.00 %"
8/15/2016,4641,unknown.gif,"1216 Humbang Hasundutan",10.12.16.1,"100.00 %"
8/15/2016,6173,unknown.gif,"121601 Parlilitan",10.12.186.1,"0.00 %"
8/15/2016,6357,unknown.gif,"121602 Pollung",10.12.186.17,"100.00 %"
8/15/2016,7068,unknown.gif,"121603 Baktiraja",10.12.186.33,"0.00 %"
8/15/2016,6177,unknown.gif,"121604 Paranginan",10.12.186.49,"0.00 %"
8/15/2016,6347,unknown.gif,"121605 Lintong Nihuta",10.12.186.65,"100.00 %"
8/15/2016,6168,unknown.gif,"121606 Dolok Sanggul",10.12.186.81,"0.00 %"
8/15/2016,7191,unknown.gif,"121607 Sijamapolang",10.12.186.97,"0.00 %"
8/15/2016,7537,unknown.gif,"121608 Onan Ganjang",10.12.186.113,"6.18 %"
8/15/2016,7190,unknown.gif,"121609 Pakkat",10.12.186.129,"0.00 %"
8/15/2016,6175,unknown.gif,"121610 Tarabintang",10.12.186.145,"0.00 %"
8/15/2016,8250,unknown.gif,"1217 Samosir",10.12.17.1,"61.14 %"
8/15/2016,7046,unknown.gif,"121701 Simanindo",10.12.189.129,"0.00 %"
8/15/2016,7045,unknown.gif,"121702 Onan Runggu",10.12.189.49,"0.00 %"
8/15/2016,7042,unknown.gif,"121703 Nainggolan",10.12.189.65,"11.30 %"
8/15/2016,7048,unknown.gif,"121704 Palipi",10.12.189.81,"0.00 %"
8/15/2016,7049,unknown.gif,"121705 Harian",10.12.189.17,"0.00 %"
8/15/2016,7044,unknown.gif,"121706 Sianjar Mula Mula",10.12.189.1,"0.00 %"
8/15/2016,7047,unknown.gif,"121707 Ronggur Nihuta",10.12.189.97,"78.53 %"
8/15/2016,7043,unknown.gif,"121708 Pangururan",10.12.189.113,"0.00 %"
8/15/2016,7050,unknown.gif,"121709 Sitio-tio",10.12.189.33,"0.00 %"
8/15/2016,8122,unknown.gif,"1218 Serdang Bedagai",10.12.18.1,"100.00 %"
8/15/2016,1245,unknown.gif,"121801 Pantai Cermin",10.12.192.1,"0.00 %"
8/15/2016,2439,unknown.gif,"121802 Perbaungan",10.12.192.17,"94.32 %"
8/15/2016,2440,unknown.gif,"121803 Teluk Mengkudu",10.12.192.33,"18.86 %"
8/15/2016,732,unknown.gif,"121804 Sei. Rampah",10.12.192.49,"67.43 %"
8/15/2016,1246,unknown.gif,"121805 Tanjung Beringin",10.12.192.65,"0.00 %"
8/15/2016,734,unknown.gif,"121806 Bandar Khalifah",10.12.192.81,"0.00 %"
8/15/2016,2441,unknown.gif,"121807 Dolok Merawan",10.12.192.97,"21.59 %"
8/15/2016,741,unknown.gif,"121808 Sipispis",10.12.192.113,"0.00 %"
8/15/2016,1247,unknown.gif,"121809 Dolok Masihul",10.12.192.129,"17.71 %"
8/15/2016,2442,unknown.gif,"121810 Kotarih",10.12.192.145,"56.25 %"
8/15/2016,495,unknown.gif,"121811 Silinda",10.12.192.161,"0.00 %"
8/15/2016,743,unknown.gif,"121812 Serba Jadi",10.12.192.177,"53.41 %"
8/15/2016,2443,unknown.gif,"121813 Tebing Tinggi",10.12.192.193,"0.00 %"
8/15/2016,2444,unknown.gif,"121814 Pegajahan",10.12.192.209,"21.14 %"
8/15/2016,1248,unknown.gif,"121815 Sei Bamban",10.11.192.225,"99.43 %"
8/15/2016,1249,unknown.gif,"121816 Tebing Syahbandar",10.11.192.241,"11.36 %"
8/15/2016,2445,unknown.gif,"121817 Bintang Bayu",10.12.193.1,"0.00 %"
8/15/2016,6566,unknown.gif,"1219 Batu Bara",10.12.19.1,"66.67 %"
